12:00,Профессиональный speed-dating/nТомми Осе (Insomnia, Норвегия); Даниэла Фурчич (TodaysArt, Нидерланды);/nТомас Думке (CYNETART, Германия); Сесиль Маэ (Association Electroni[k], Франция);/nСюзанна Нидермайр (musikprotokoll, Австрия);/nНейя Томшич (MoTA, Словения); Вьестартс Гаилитис (Skaņu mežs, Латвия);/nКарен Грземба (Disk/CTM, Германия); Далия Борше (DAAD, Германия)
14:30,Перерыв
15:30,Artist talk: Kazuya Nagaya [JP]/nВ диалоге с Морисом Джонсом
16:30,Перерыв
17:30,Artist talk: Michela Pelusio [IT]/nВ диалоге с Морисом Джонсом
18:30,the end
