22:30,Notation_AI a/v live
23:30,Svibovitch a/v live
0:30,Achterstag a/v live
1:30,Exponent
3:00,Lena Popova
5:00,NGLY live
6:00,Bionoid live
7:00,Blain b2b Kalivas
8:30,m_special
11:00,the end
