23:00,Helena Niconole [live]
23:30,"Katarina Malik-Ovsepyan
00:00,"Ilya Selikov, Michal Mitro, Symphocat, KMRU [live]"
01:00,Monekeer + Lovozero
02:00,Peter Kirn [live]
03:00,"Installation mode, AI"
07:00,the end
