22:00,Maxime Aumon & Malo Lacroix 'Porte Nef' [av live]
23:00,Abjective [av live]
00:00,Rafael Anton Irissari [av live]
01:00,Lucy Railton [av live]
02:00,::vtol:: SPARK [av live]
04:00,PRCDRL [av live]
05:00,Sobranie 8 18 [av live]
06:00,Grigory Gromov [av live]
07:00,the end
