17:00,Fedor Morkin (live)
18:00,Shell XV (Zll') (live)
19:00,Sander Shifter (live)
20:00,Grigory Gromov (live)
21:00,Peter Kirn (DE) (live)
22:00,Andrey Svibovitch (live)
23:00,the end
