13:00,Регистрация/Нетворкинг,
14:00,Международные перспективы,"Mat Schulz [Unsound], Remco Schuurbiers [CTM Festival], Olaf van Winden [Today's Art], Oliver Baurhenn [ICAS/SHAPE], Martin Bricelj Baraga [SONICA].
Moderator - Peter Kirn "
15:30,перерыв,
15:45,Институциональные подходы,"Natalia Fedorova, Liberate Arts and Science Faculty of Saint Petersburg University; Irini Papadimitriou, V&A Museum; Eduard Pichugin, Lenfilm Studio; Tourism Committee
Наталья Федорова."
17:15,перерыв,
17:30,Российская фестивальная культура,"Ivan Logos [GAMMA Festival], Artem Kryuchkov [Present Perfect Festival], Nairi Simonyan [Synthposium], Yulia Bychkova [Archstoyanie], Artem Kharchenko [Epizode].
Moderator - Ilya Voronin "
19:00,перерыв,
19:15,Новые формы искусства,"Yannick Hofmann [ZKM Center for Art and Media], Anastasia Maksimova [Prometheus], Eugeny Potapenko [Quartariata Residence for Art&Technology], Selena Volkonskaya [New Media Lab of AlexandrinskyTheater], Gazpromneft.
Moderator - Peter Kirn "
20:45,the end,
