21:00,Abjective [live]
22:00,Neonicle [live]
0:00,Sestrica [live]
1:00,Ivan Logos
2:00,Unbalance
3:30,Abelle
5:00,Regulaar
6:00,Inox Traxx
7:00,Slava Finist
8:00,the end
