20:00,Abjective (a/v live)
23:00,Franz Pomassl (AT) (live)
0:00,Grischa Lichtenberger (DE) (a/v live)
1:00,Frank Bretschneider (DE) (a/v live)
2:00,Mieko Suzuki (JP / DE)
3:00,PRCDRL (a/v live)
4:00,Atomic - Byetone b2b Robert Lippok (DE)
5:00,Raster - импровизация
5:30,Ivan Logos
6:30,Roma Zuckerman
7:30,Kobba
8:30,m_special
